0.08143067,-0.4454736,9.733359,
0.04790039,-0.493374,9.77647,
0.04311035,-0.483794,9.78605,
0.05748047,-0.4694239,9.79563,
0.08143067,-0.4263135,9.80521,
0.07185059,-0.4598438,9.78126,
0.09101075,-0.483794,9.74773,
0.0239502,-0.5364844,9.74773,
0.07185059,-0.4454736,9.766891,
0.03353028,-0.4598438,9.77647,
0.06706055,-0.4981641,9.80521,
0.08143067,-0.4406836,9.77647,
0.09101075,-0.4023633,9.78126,
0.07664063,-0.483794,9.77647,
0.02874023,-0.5029541,9.75731,
0.01437012,-0.488584,9.766891,
0.009580079,-0.4742139,9.78126,
0.05748047,-0.4598438,9.78605,
0.08143067,-0.4598438,9.78605,
0.1101709,-0.4167334,9.78126,
0.09580079,-0.4550537,9.80521,
0.07185059,-0.4502637,9.78605,
0.0239502,-0.4694239,9.800421,
0.02874023,-0.4646338,9.80521,
0.04311035,-0.488584,9.80521,
0.05748047,-0.4694239,9.79084,
0.07185059,-0.4790039,9.79084,
0.07664063,-0.4742139,9.79084,
0.05748047,-0.4598438,9.79563,
0.06706055,-0.4550537,9.81,
0.04790039,-0.4694239,9.79563,
0.07664063,-0.4646338,9.80521,
0.07185059,-0.4454736,9.79563,
0.06227051,-0.4742139,9.77168,
0.05748047,-0.4502637,9.77168,
0.03832031,-0.4311035,9.78126,
0.06227051,-0.4694239,9.77168,
0.07664063,-0.4598438,9.79084,
0.06227051,-0.488584,9.73815,
0.04311035,-0.488584,9.766891,
0.05748047,-0.4598438,9.75731,
0.04790039,-0.4502637,9.78126,
0.05748047,-0.4502637,9.7621,
0.05269043,-0.4311035,9.80521,
0.04790039,-0.5269043,9.79563,
0.03832031,-0.5173243,9.7621,
0.01916016,-0.4742139,9.79563,
0.08143067,-0.4598438,9.800421,
0.07664063,-0.4598438,9.75252,
0.07185059,-0.4502637,9.79084,
0.05748047,-0.4502637,9.79563,
0.06706055,-0.4598438,9.78126,
0.04790039,-0.4742139,9.79084,
0.07664063,-0.4790039,9.79563,
0.08143067,-0.4646338,9.800421,
0.07664063,-0.4311035,9.800421,
0.06227051,-0.4790039,9.79563,
0.03832031,-0.4646338,9.79084,
0.05748047,-0.4981641,9.77647,
0.06227051,-0.493374,9.75731,
0.06227051,-0.4646338,9.78126,
0.05269043,-0.493374,9.77647,
0.05748047,-0.493374,9.77647,
0.06706055,-0.4550537,9.77168,
0.04790039,-0.4742139,9.766891,
0.04311035,-0.4742139,9.77168,
0.04790039,-0.4502637,9.79563,
0.05269043,-0.4742139,9.7621,
0.09101075,-0.4646338,9.77168,
0.06227051,-0.4167334,9.79084,
0.03353028,-0.4502637,9.78605,
0.07664063,-0.4502637,9.78605,
0.07185059,-0.4550537,9.82437,
0.04790039,-0.4215235,9.800421,
